rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1011329-julius_caesar,Julius Caesar,"Julius Caesar (John Gielgud) is bestowed with laurels after his rousing victory over Pompey, which ended a civil war -- but danger still lurks among his closest comrades. Fearful that Caesar will destroy the republic, Brutus (Jason Robards) and Cassius (Richard Johnson) scheme to rein in his power. Meanwhile, Caesar's friend Marc Antony (Charlton Heston) remains singularly faithful. Ill omens abound, but they don't sway Caesar from his fateful meeting with the senate on the Ides of March.",,G,"Action & Adventure, Art House & International, Classics, Drama",Stuart Burge,Robert Furnival,"Charlton Heston, John Gielgud, Jason Robards, Richard Chamberlain, Richard Johnson, Robert Vaughn, Diana Rigg, Jill Bennett, Christopher Lee, Alan Browning, Norman Bowler, Andrew Crawford, David Dodimead, Peter Eyre, Edwin Finn, Derek Godfrey, Michael Gough, Paul Hardwick, Laurence Harrington, Thomas Heathcote, Ewan Hooper, Robert Keegan, André Morell, David Neal, Preston Lockwood, John Moffatt, Steven Pacey, Ron Pember, John Tate, Damien Thomas, Liz Geghardt, Ronald McGill, Linbert Spencer, Alba, Trevor Adams, Robin Chadwick, Christopher Cazenove, Roy Stewart, Ken Hutchison, Derek Hardwick, Michael Keating, Derek Hardwicke, Michael Wynne, David Leland, Ronald Magill",1970-01-01,2018-11-06,117,VCI,Rotten,40,5,Spilled,35,2698,2,2,3
m/1011338-jungle_book,Jungle Book,"The father of young Mowgli (Sabu) is killed by a jungle tiger during the child's early years. Having no family, the boy lives with wolves and befriends a variety of animals. After several years, Mowgli is discovered and returned to his mother, and must grow accustomed to human practices. When Mowgli and new love interest Mahala (Patricia O'Rourke) trek into the jungle together, they discover treasure that causes Mahala's father, Buldeo (Joseph Calleia), to get greedy, with tragic consequences.",,G,"Action & Adventure, Classics, Drama",Zoltan Korda,"Lawrence Stallings, Zoltan Korda, Laurence Stallings","Sabú, Rosemary DeCamp, Joseph Calleia, John Qualen, Frank Puglia, Patricia O'Rourke, Ralph Byrd, John Mather, Faith Brook, Noble Johnson",1942-01-01,2014-08-19,109,Gravitas,Rotten,57,14,Spilled,56,897,4,8,6
m/1011392-kansas,Kansas,"Two teenage guys (Matt Dillon, Andrew McCarthy) rob a Kansas bank and flee, then cross paths later as fugitive and hero.",,R,"Action & Adventure, Drama, Mystery & Suspense",David Stevens,Spencer Eastman,"Andrew McCarthy, Matt Dillon, Leslie Hope, Brent Jennings, Rosalie Joseph, Alan Toy, Andy Romano, Ed Mitchell, Brynn Thayer, Kyra Sedgwick, Harry Northrup, Arlen Dean Snyder, James Lovelett, Louis Giambalvo, Clint Allen, James Lea Raupp, John Lansing, Gale Mayron, T. Max Graham, Annie Kellogg, Craig Benton, Mimi Wickliff, Linda Dawson, Robert Peters, Patricia Ann Grit, Tracy Martin Smith, Gary Cosey, George Kuhn, Ken Boehr, Bobby Enriquez, Joseph R. Scrivo, Bart Petty, Greg Gilstrap, Art Dilks, Brett Pearson, Gail Dicus, Roger Richman, Rusty Howard, Lori Gooch, Robert Hagerman, Hank Rector, Brent Wright, Jacquie Litto, Holmes Osborne, Timothy Graham",1988-01-01,2017-02-07,110,Media Home Entertainment,Rotten,20,10,Spilled,19,1402,1,2,8
m/1011487-kickboxer,Kickboxer,"Eric Sloane (Dennis Alexio) is an American kickboxing pro, helped by his brother, Kurt (Jean-Claude Van Damme), in his quest for glory. But when the two go to Thailand to take on legendary Tong Po (Michel Qissi), the opponent viciously beats Eric and leaves him paralyzed. Swearing vengeance, Kurt tracks down master Xian Chow (Dennis Chan) and begins learning the sport himself while also getting caught up in criminal intrigue involving thuggish crime boss Freddy Li (Ka Ting Lee).",,R,"Action & Adventure, Drama","David Worth, Mark DiSalle","Glenn A. Bruce, Glenn Bruce","Jean-Claude Van Damme, Michel Qissi, Dennis Alexio, Dennis Chan, Haskell V. Anderson III, Rochelle Ashana, Steve Lee, Richard Foo, Ricky Liu, John Ladalski, Stephen Lee, Mathew Cheung, Zennie Reynolds, Pairat Lavilard, Kanthima Vutti, Amnart Komolthorn, Nickolas James, Montri Vongbuter, Richard Santoro, Louis Roth, Dean Harrington, Mark DiSalle, Sin Ho Ying, Tony Chan, Mandy Chan, Brad Kerner, Michael Lee",1989-09-08,2017-01-04,105,HBO Video,Rotten,36,11,Upright,65,51359,3,4,7
m/1011495-kid_galahad,Kid Galahad,"Fresh out of the military and flat broke, Walter Gulick (Elvis Presley) takes the only job he can find -- as a sparring partner at the local gym. Willy (Gig Young), the owner of the gym, sees potential in Walter as a professional fighter, and takes him under his wing. Willy hopes that Walter will earn enough money fighting in the ring to help him pay off his many gambling debts. Walter, on the other hand, hopes that he can earn the attention of Willy's little sister Rose (Joan Blackman).",,G,"Classics, Drama, Musical & Performing Arts",Phil Karlson,"William Fay, Francis Wallace","Elvis Presley, Gig Young, Lola Albright, Charles Bronson, Joan Blackman, Ned Glass, Robert Emhardt, Michael Dante, Judson Pratt, David Lewis, George Mitchell, Richard Devon, Jeff Morris, Liam Redmond, Edward Asner, Frank Gerstle, Ralph Moody",1962-01-01,2005-12-06,95,MGM Home Entertainment,Rotten,40,5,Spilled,57,5126,0,2,3
m/1011558-killer_elite,The Killer Elite,"Friends George Hansen (Robert Duvall) and Mike Locken (James Caan) are hit men who do contract jobs for a company called Com-Teg, associated with the CIA. Bu, when George gets a better offer from the competition, he turns on Mike, breaking his elbow and shoulder. It takes Mike a long time and a lot of physical therapy to get back on the job, but he does -- and coincidentally finds himself protecting a client whom Hansen and his gang are simultaneously being paid to assassinate.",,PG,"Action & Adventure, Drama, Mystery & Suspense",Sam Peckinpah,"Sam Peckinpah, Marc Norman, Stirling Silliphant","James Caan, Robert Duvall, Arthur Hill, Gig Young, Mako, Bo Hopkins, Burt Young, Helmut Dantine, Tom Clancy, Kate Heflin, Tiana, James Wing Woo, George Cheung, Simon Tam, Rick Alemany, Hank Hamilton, Walter Kelley, Tiana Alexandra, Billy J. Scott, Uschi Digard, Johnnie Burrell, Danny Inosanto, Matthew Peckinpah, Sondra Blake",1975-12-17,2017-04-12,122,MGM Home Entertainment,Rotten,50,14,Spilled,34,2003,3,7,7
m/1011605-king_and_i,The King and I,"In this film adaptation of the Rodgers & Hammerstein musical, widowed Welsh mother Anna Loenowens (Deborah Kerr) becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam (Yul Brynner). Anna and the king have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the king.",,G,"Classics, Musical & Performing Arts, Romance",Walter Lang,Ernest Lehman,"Yul Brynner, Deborah Kerr, Rita Moreno, Terry Saunders, Martin Benson, Rex Thompson, Carlos Rivas, Patrick Adiarte, Alan Mowbray, Geoffrey Toone, Yuriko, Marion Jim, Robert Banas, Dusty Worrall, Gemze de Lappe, Dennis Bonilla, Michiko Iseri, Charles Irwin, Leonard Strong, Irene James, Fuji, Jadin Wong, Weaver Levy, Jean Wong, William Yip, Eddie Luke, Josephine Smith, Jocelyn New, Thomas Bonilla, Marni Nixon",1956-06-29,2015-11-25,133,20th Century Fox,Fresh,96,26,Upright,83,61003,4,25,1
m/1011615-king_kong,King Kong,"Actress Ann Darrow (Fay Wray) and director Carl Denham (Robert Armstrong) travel to the Indian Ocean to do location shoots for Denham's new jungle picture. Along the way, the actress meets and falls for rugged First Mate John Driscoll (Bruce Cabot). Upon arriving at a mysterious island, Ann is taken hostage by natives who prepare her as a sacrifice to the enormous ape Kong who rules over their jungle. But when Ann is rescued and Kong is captured, the real trouble begins.",King Kong explores the soul of a monster -- making audiences scream and cry throughout the film -- in large part due to Kong's breakthrough special effects.,G,"Action & Adventure, Classics, Horror","Ernest B. Schoedsack, Merian C. Cooper","James Ashmore Creelman, Ruth Rose, James Creelman","Fay Wray, Robert Armstrong, Bruce Cabot, Sam Hardy, Frank Reicher, Noble Johnson, Steve Clemente, James Flavin, Paul Porcasi, Russ Powell, Ethan Laidlaw, Blackie Whiteford, Sandra Shaw, Dick Curtis, Charles Sullivan, Harry Tenbrook, Roscoe Ates, Gil Perkins, Victor Wong, Vera Lewis, LeRoy Mason, Frank Mills, Lynton Brent, Jim Thorpe, George MacQuarrie, Madame Sul-Te-Wan, Etta McDaniel, Russell Powell, Raymond D. Turner, Dorothy Gulliver, Mme. Sul Te Wan, Carlotta Monti, Barney Capehart, Bob Galloway, Eric Wood, Dusty Mitchell, Russ Rogers, Reginald Barlow, Merian C. Cooper, Ernest B. Schoedsack",1933-01-01,2008-11-28,100,RKO Pictures,Certified-Fresh,98,64,Upright,86,90136,12,63,1
m/1011617-king_kong,King Kong,"When a research ship is sent to explore an island thought to be rich in oil, paleontologist Jack Prescott (Jeff Bridges) sneaks aboard, having heard strange rumors about the island. En route, the crew rescues Dwan (Jessica Lange), the sole survivor of a shipwreck. When they arrive, they find native people living in fear of a monster called Kong. The natives kidnap Dwan and sacrifice her to what turns out to be an enormous ape. Dwan is eventually rescued, and the ape captured for a gala exhibit.","King Kong represents a significant visual upgrade over the original, but falls short of its classic predecessor in virtually every other respect.",PG,"Action & Adventure, Horror, Science Fiction & Fantasy",John Guillermin,Lorenzo Semple Jr.,"Jeff Bridges, Charles Grodin, Jessica Lange, John Randolph, Rene Auberjonois, Julius Harris, Jack O'Halloran, Dennis Fimple, Ed Lauter, Jorge Moreno, Mario Gallo, John Agar, Keny Long, Wayne Heffley, Joe Piscopo, John Lone, Garry Walberg, Sid Conrad, Corbin Bernsen, Rick Baker, Todd Baker, George Whiteman, John Barry",1976-12-17,2017-01-02,134,Paramount Pictures,Rotten,53,40,Spilled,31,57614,7,21,19
m/1011623-king_of_comedy,The King of Comedy,"Rupert Pupkin (Robert De Niro) is a failure in life but a celebrity in his own mind, hosting an imaginary talk show in his mother's basement. When he meets actual talk show host Jerry Langford (Jerry Lewis), he's convinced it will provide his big break, but Langford isn't interested in the would-be comedian. Undaunted, Pupkin effectively stalks Langford -- and when that doesn't work, he kidnaps him, offering his release in exchange for a guest spot on Langford's show.","Largely misunderstood upon its release, The King of Comedy today looks eerily prescient, and features a fine performance by Robert DeNiro as a strangely sympathetic psychopath.",PG,"Comedy, Drama, Mystery & Suspense",Martin Scorsese,"Paul D. Zimmerman, Paul Zimmerman","Robert De Niro, Jerry Lewis, Sandra Bernhard, Ed Herlihy, Louis Polliman Brown, Whitey Ryan, Doc Lawless, Lou Brown, Marta Heflin, Katherine Wallach, Charlene Kaleina, Diahnne Abbott, Scotty Bloch, Richard Baratz, Catherine Scorsese, Cathy Scorsese, Charles Low, Liza Minnelli, Leslie Levinson, Margo Winkler, Sel Vitella, Tony Boschetti, Loretta Tupper, Shelley Hack, Matt Russo, Thelma Lee, Joe Strummer, Joyce Brothers, George Kapp, Victor Borge, Marvin Scott, Ralph Monaco, June Prud'Homme, Frederick De Cordova, Ellen Foley, Martin Scorsese, Tony Randall, Tony Devon, Edgar J. Scherick, Thomas M. Tolan, Peter Fain, Ray Dittrich, Richard Dioguardi, Jay Julien, Harry Ufland, Scotty Block, Jeff David, Bill Minkin, Mick Jones, Diane Rachell, Jimmy Raitt, Charles Scorsese, Kim Chan, Mardik Martin",1983-01-01,2015-12-09,101,Fox,Certified-Fresh,89,62,Upright,90,27041,11,55,7
m/1011626-king_of_kings,King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.","With enough narrative depth to anchor the expected spectacle, King of Kings is a true blessing for fans of Biblical epics.",PG-13,"Classics, Drama, Faith & Spirituality",Nicholas Ray,Philip Yordan,"Jeffrey Hunter, Siobhan McKenna, Robert Ryan, Hurd Hatfield, Viveca Lindfors, Harry Guardino, Rip Torn, Carmen Sevilia, Ron Randell, Rita Gam, Carmen Sevilla, Brigid Bazlen, Frank Thring, Guy Rolfe, Maurice Marsac, Grégoire Aslan, Royal Dano, Edric Connor, George Coulouris, Conrado San Martin, Gérard Tichy, José Antonio, Luis Prendes, David Davies, José Nieto, Rubén Rojo, Fernando Sancho, Michael Wager, Félix de Pomés, Adriano Rimoldi, Barry Keegan, Rafael Luis Calvo, Tino Barrero, Francisco Moran, Orson Welles, Ted de Corsia",1961-10-30,2008-11-01,160,MGM Home Entertainment,Fresh,85,20,Upright,77,4345,5,17,3
m/1011638-king_solomons_mines,King Solomon's Mines,"A rescue party sets out to find an explorer who has disappeared on an African treasure hunt. The search leads the party across the continent and through the terrors of jungle, swamp and desert. Their ultimate destination is the fabled lost mine of Solomon, a source of unimaginable wealth and deadly danger. From H. Rider Haggard's novel.",,G,"Action & Adventure, Classics, Drama","Compton Bennett, Andrew Marton","Helen Deutsch, Compton Bennett, Andrew Marton","Stewart Granger, Deborah Kerr, Richard Carlson, Hugo Haas, Lowell Gilmore, Siriaque, Kimursi, Sekaryongo, Baziga, Corp. Munto Anampio, Gutare, Ivargwema, Andrew Marton, Benempinga, John Banner, Henry Rowland, Skeryongo",1950-11-24,2012-04-16,102,MGM Home Entertainment,Fresh,92,12,Spilled,59,3242,0,11,1
m/1011813-lady_vanishes,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris (Margaret Lockwood) befriends elderly Miss Froy (Dame May Whitty). When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler (Michael Redgrave) and, as the pair sleuth, romantic sparks fly.","One of Alfred Hitchcock's last British films, this glamorous thriller provides an early glimpse of the director at his most stylishly entertaining.",PG,"Classics, Mystery & Suspense",Alfred Hitchcock,"Alma Reville, Sidney Gilliat, Frank Launder, Alfred Hitchcock","Margaret Lockwood, Michael Redgrave, Paul Lukas, Dame May Whitty, Cecil Parker, Linden Travers, Mary Clare, Naunton Wayne, Basil Radford, Emile Boreo, Philip Leaver, Selma Vas Dias, Catherine Lacey, Josephine Wilson, Googie Withers, Sally Stewart, Alfred Hitchcock, Charles Oliver, Zelma Vas Dias, Kathleen Tremaine",1938-11-01,2015-08-08,97,Gaumont British Picture Corporation,Certified-Fresh,98,44,Upright,88,13018,7,43,1
m/1011818-ladykillers,The Ladykillers,"Mrs. Wilberforce (Katie Johnson) likes to report suspicious behavior to the police. Unaware of her reputation, the dapper thief Professor Marcus (Alec Guinness) rents rooms in the elderly widow's home for himself and his band of cohorts. Posing as a string quintet, the thieves pull off a bank robbery, but slip up in front of the old woman as they try to escape. Agreed that they need to murder her, the bumbling crooks wind up double-crossing each other and slowly killing themselves off.",The Ladykillers is a macabre slow-burn with quirky performances of even quirkier characters.,NR,"Art House & International, Classics, Comedy, Drama, Mystery & Suspense",Alexander Mackendrick,William Rose,"Katie Johnson, Alec Guinness, Peter Sellers, Cecil Parker, Danny Green, Edie Martin, Jack Melford, Helen Burls, Ewan Roberts, Herbert Lom, Jack Warner, Philip Stainton, Frankie Howerd, Fred Griffiths, Kenneth Connor, Phoebe Hodgson, Harold Goodwin, Leonard Sharp, Stratford Johns, Sam Kydd, Evelyn Kerry, Neil Wilson, Michael Corcoran, Robert Moore, John Rudling, Madge Brindley, Lucy Griffiths (II), George Roderick",1955-12-08,2016-10-06,90,Ealing Studios,Fresh,100,26,Upright,87,10533,3,26,0
